UNK  H5'' URA C6 1.28062950565 -3
UNK  H5'' URA N1 -7.99313907452 -3
UNK  H5'' URA N3 13.7581578359 -3
UNK  H5'' URA O4 1.53726351718 -3
UNK  H5'' CYT C1' -1.9429049583 -3
UNK  H5'' CYT C2' -0.842234110627 -3
UNK  H5'' CYT C3' 4.73571306317 -3
UNK  H5'' CYT C4' 2.21434683064 -3
UNK  H5'' CYT C5' 0.00284510281743 -3
UNK  H5'' CYT O5' 0.898128045992 -3
UNK  H5'' CYT O3' 0.669489676636 -3
UNK  H5'' CYT C2 -5.33747255983 -3
UNK  H5'' CYT C4 -6.74510945303 -3
UNK  H5'' CYT C5 -3.39713744359 -3
UNK  H5'' CYT C6 6.97924179854 -3
UNK  H5'' CYT N1 -3.2042962416 -3
UNK  H5'' CYT N3 -2.06027573565 -3
UNK  H5'' CYT N4 -3.58056271437 -3
UNK  H5'' CYT O2 9.87584722032 -3
UNK  C3' GUA C1' 0.568682073641 -3
UNK  C3' GUA C2' -0.362635588797 -3
UNK  C3' GUA C3' -0.0 -3
UNK  C3' GUA C4' -0.301907786624 -3
UNK  C3' GUA C5' 6.95151206652 -3
UNK  C3' GUA O5' 6.70675232554 -3
UNK  C3' GUA O3' -0.245242717496 -3
UNK  C3' GUA C2 16.1689380722 -3
UNK  C3' GUA C4 -1.88974618705 -3
UNK  C3' GUA C5 24.9548700775 -3
UNK  C3' GUA C6 29.2038850948 -3
UNK  C3' GUA C8 -25.4895683885 -3
UNK  C3' GUA N1 0.404337946078 -3
UNK  C3' GUA N2 9.19447809931 -3
UNK  C3' GUA N3 27.1483595575 -3
UNK  C3' GUA N7 22.1427235087 -3
UNK  C3' GUA N9 -13.9285301325 -3
UNK  C3' GUA O6 20.8741328882 -3
UNK  C3' ADE C1' 0.311984267655 -3
UNK  C3' ADE C2' 0.19850003196 -3
UNK  C3' ADE C3' 0.0 -3
UNK  C3' ADE C4' -0.0 -3
UNK  C3' ADE C5' 5.58383320636 -3
UNK  C3' ADE O5' 5.13871961161 -3
UNK  C3' ADE O3' -0.386085407753 -3
UNK  C3' ADE C2 7.21510915003 -3
UNK  C3' ADE C4 -5.434969505 -3
UNK  C3' ADE C5 7.1935194671 -3
UNK  C3' ADE C6 0.706342353661 -3
UNK  C3' ADE C8 -0.612889980779 -3
UNK  C3' ADE N1 -1.22587352771 -3
UNK  C3' ADE N3 -32.3209206235 -3
UNK  C3' ADE N6 20.0253373654 -3
UNK  C3' ADE N7 5.72646828517 -3
UNK  C3' ADE N9 -12.3588124739 -3
UNK  C3' URA C1' 1.81192392925 -3
UNK  C3' URA C2' 0.62983534847 -3
UNK  C3' URA C3' 0.0 -3
UNK  C3' URA C4' -0.352406634493 -3
UNK  C3' URA C5' 6.75700874975 -3
UNK  C3' URA O5' 3.4916739801 -3
UNK  C3' URA O3' 0.23711113947 -3
UNK  C3' URA C2 -8.90728402972 -3
UNK  C3' URA C4 1.98275970898 -3
UNK  C3' URA C5 -7.62122843067 -3
UNK  C3' URA C6 -11.4571352307 -3
UNK  C3' URA N1 -29.2131779987 -3
UNK  C3' URA N3 0.0 -3
UNK  C3' URA O4 10.8797225548 -3
UNK  C3' CYT C1' -0.241346056754 -3
UNK  C3' CYT C2' -2.45211894054 -3
UNK  C3' CYT C3' 11.6516157443 -3
UNK  C3' CYT C4' -0.545920527518 -3
UNK  C3' CYT C5' 1.17320601263 -3
UNK  C3' CYT O5' -2.40003168896 -3
UNK  C3' CYT O3' -0.369857229769 -3
UNK  C3' CYT C2 -5.4877650765 -3
UNK  C3' CYT C4 12.350699263 -3
UNK  C3' CYT C5 -5.62784408398 -3
UNK  C3' CYT C6 -8.25890332007 -3
UNK  C3' CYT N1 -7.36804993257 -3
UNK  C3' CYT N3 4.80053450007 -3
UNK  C3' CYT N4 -3.86464156893 -3
UNK  C3' CYT O2 -6.03695526529 -3
UNK  C1' GUA C1' -6.11715088581 -3
UNK  C1' GUA C2' 0.118143961872 -3
UNK  C1' GUA C3' -0.817808663614 -3
UNK  C1' GUA C4' -1.7742644169 -3
UNK  C1' GUA C5' -16.3006886895 -3
UNK  C1' GUA O5' -2.47215688114 -3
UNK  C1' GUA O3' -23.6300169327 -3
UNK  C1' GUA C2 5.5952012066 -3
UNK  C1' GUA C4 -0.352339454095 -3
UNK  C1' GUA C5 -15.7759894002 -3
UNK  C1' GUA C6 -7.88782258012 -3
UNK  C1' GUA C8 4.6850324394 -3
UNK  C1' GUA N1 -9.07950327601 -3
UNK  C1' GUA N2 20.1344625003 -3
UNK  C1' GUA N3 10.4587906518 -3
UNK  C1' GUA N7 -1.01567836874 -3
UNK  C1' GUA N9 -0.660242894067 -3
UNK  C1' GUA O6 -10.3323326061 -3
UNK  C1' ADE C1' -22.8406262058 -3
UNK  C1' ADE C2' 0.146527835801 -3
UNK  C1' ADE C3' 2.93315430592 -3
UNK  C1' ADE C4' -1.99900592169 -3
UNK  C1' ADE C5' -15.9666394012 -3
UNK  C1' ADE O5' -0.675708124362 -3
UNK  C1' ADE O3' -16.4290776674 -3
UNK  C1' ADE C2 14.507359185 -3
UNK  C1' ADE C4 2.33872838527 -3
UNK  C1' ADE C5 2.1364999417 -3
UNK  C1' ADE C6 -3.74777883932 -3
UNK  C1' ADE C8 -4.57041962761 -3
UNK  C1' ADE N1 -7.54575870399 -3
UNK  C1' ADE N3 4.7888808478 -3
UNK  C1' ADE N6 -11.487102548 -3
UNK  C1' ADE N7 -11.4192097047 -3
UNK  C1' ADE N9 -1.71552928804 -3
UNK  C1' URA C1' -1.17048159077 -3
UNK  C1' URA C2' -0.315673880291 -3
UNK  C1' URA C3' -0.549674428979 -3
UNK  C1' URA C4' -1.77406431754 -3
UNK  C1' URA C5' -11.1863833188 -3
UNK  C1' URA O5' 26.4581365645 -3
UNK  C1' URA O3' -21.3201379494 -3
UNK  C1' URA C2 1.52690904713 -3
UNK  C1' URA C4 -2.50076683819 -3
UNK  C1' URA C5 7.74491242988 -3
UNK  C1' URA C6 1.89188138888 -3
UNK  C1' URA N1 -0.154103844646 -3
UNK  C1' URA N3 -3.39052629992 -3
UNK  C1' URA O4 0.0 -3
UNK  C1' CYT C1' 10.8436587583 -3
UNK  C1' CYT C2' -0.513883897391 -3
UNK  C1' CYT C3' -2.94743642047 -3
UNK  C1' CYT C4' -1.43569689445 -3
UNK  C1' CYT C5' -2.64953421414 -3
UNK  C1' CYT O5' 15.8663318916 -3
UNK  C1' CYT O3' -22.0735751993 -3
UNK  C1' CYT C2 1.12595509384 -3
UNK  C1' CYT C4 -0.695877499245 -3
UNK  C1' CYT C5 7.24616532193 -3
UNK  C1' CYT C6 3.86262513254 -3
UNK  C1' CYT N1 0.579338653591 -3
UNK  C1' CYT N3 -0.188294895433 -3
UNK  C1' CYT N4 9.91067883724 -3
UNK  C1' CYT O2 6.57939684394 -3
UNK  C5' GUA C1' 9.16406941906 -3
UNK  C5' GUA C2' -6.75778308983 -3
UNK  C5' GUA C3' -0.20828760067 -3
UNK  C5' GUA C4' 0.0 -3
UNK  C5' GUA C5' 6.80878277516 -3
UNK  C5' GUA O5' 0.294040459766 -3
UNK  C5' GUA O3' -4.87521016326 -3
UNK  C5' GUA C2 12.7941462643 -3
UNK  C5' GUA C4 36.4083355634 -3
UNK  C5' GUA C5 23.2719444396 -3
UNK  C5' GUA C6 7.83820923424 -3
UNK  C5' GUA C8 -9.55762330258 -3
UNK  C5' GUA N1 -0.467742219565 -3
UNK  C5' GUA N2 10.316645699 -3
UNK  C5' GUA N3 26.3164716762 -3
UNK  C5' GUA N7 21.105841229 -3
UNK  C5' GUA N9 8.4967501826 -3
UNK  C5' GUA O6 4.77699459524 -3
UNK  C5' ADE C1' 16.3791501653 -3
UNK  C5' ADE C2' 14.3546547494 -3
UNK  C5' ADE C3' -0.633747486492 -3
UNK  C5' ADE C4' -0.0 -3
UNK  C5' ADE C5' -0.0 -3
UNK  C5' ADE O5' -0.682831515809 -3
UNK  C5' ADE O3' -4.84726108103 -3
UNK  C5' ADE C2 3.22980404429 -3
UNK  C5' ADE C4 11.4289207972 -3
UNK  C5' ADE C5 1.93456837711 -3
UNK  C5' ADE C6 7.64959333437 -3
UNK  C5' ADE C8 -9.00745200884 -3
UNK  C5' ADE N1 7.60753454384 -3
UNK  C5' ADE N3 4.07918797698 -3
UNK  C5' ADE N6 4.54335032536 -3
UNK  C5' ADE N7 16.5512153405 -3
UNK  C5' ADE N9 -6.68366772472 -3
UNK  C5' URA C1' -0.959232492885 -3
UNK  C5' URA C2' 16.9948761326 -3
UNK  C5' URA C3' 1.06795585494 -3
UNK  C5' URA C4' -3.07520177071 -3
UNK  C5' URA C5' 0.0 -3
UNK  C5' URA O5' -0.364625298159 -3
UNK  C5' URA O3' -7.47107695486 -3
UNK  C5' URA C2 3.77538376115 -3
UNK  C5' URA C4 4.51877563871 -3
UNK  C5' URA C5 18.0234069044 -3
UNK  C5' URA C6 -8.27846313522 -3
UNK  C5' URA N1 1.69814640513 -3
UNK  C5' URA N3 0.0 -3
UNK  C5' URA O4 10.5880522858 -3
UNK  C5' CYT C1' 3.94882326412 -3
UNK  C5' CYT C2' -10.9504128211 -3
UNK  C5' CYT C3' -0.385160558698 -3
UNK  C5' CYT C4' 0.0 -3
UNK  C5' CYT C5' 5.08707866415 -3
UNK  C5' CYT O5' -2.65466992861 -3
UNK  C5' CYT O3' -5.74088061244 -3
UNK  C5' CYT C2 17.0779871131 -3
UNK  C5' CYT C4 18.2867107668 -3
UNK  C5' CYT C5 30.9312130688 -3
UNK  C5' CYT C6 4.97746505294 -3
UNK  C5' CYT N1 2.57426342551 -3
UNK  C5' CYT N3 0.0 -3
UNK  C5' CYT N4 19.0800575685 -3
UNK  C5' CYT O2 9.060248154 -3
UNK  C4' GUA C1' 2.28670972687 -3
UNK  C4' GUA C2' -11.0752586593 -3
UNK  C4' GUA C3' 0.127280125486 -3
UNK  C4' GUA C4' 10.9080185539 -3
UNK  C4' GUA C5' 0.598535281891 -3
UNK  C4' GUA O5' 2.30877456623 -3
UNK  C4' GUA O3' -1.54070200073 -3
UNK  C4' GUA C2 15.2873371643 -3
UNK  C4' GUA C4 27.9463383792 -3
UNK  C4' GUA C5 25.9590794087 -3
UNK  C4' GUA C6 6.8397171727 -3
UNK  C4' GUA C8 2.04658194175 -3
UNK  C4' GUA N1 4.60435476892 -3
UNK  C4' GUA N2 2.20025974655 -3
UNK  C4' GUA N3 19.2657112115 -3
UNK  C4' GUA N7 23.7834625053 -3
UNK  C4' GUA N9 0.711126795349 -3
UNK  C4' GUA O6 1.14883977117 -3
UNK  C4' ADE C1' 0.8595375384 -3
UNK  C4' ADE C2' -2.69706515672 -3
UNK  C4' ADE C3' -0.187895395373 -3
UNK  C4' ADE C4' 10.7564359318 -3
UNK  C4' ADE C5' 0.0 -3
UNK  C4' ADE O5' 4.34176861752 -3
UNK  C4' ADE O3' -0.615102245545 -3
UNK  C4' ADE C2 7.20010123635 -3
UNK  C4' ADE C4 3.86958229608 -3
UNK  C4' ADE C5 12.0352806313 -3
UNK  C4' ADE C6 14.571905089 -3
UNK  C4' ADE C8 0.220619644286 -3
UNK  C4' ADE N1 15.8205207747 -3
UNK  C4' ADE N3 14.557866267 -3
UNK  C4' ADE N6 28.481456955 -3
UNK  C4' ADE N7 26.1202747839 -3
UNK  C4' ADE N9 -3.59682498326 -3
UNK  C4' URA C1' -1.00345067287 -3
UNK  C4' URA C2' 0.190295845861 -3
UNK  C4' URA C3' -0.443857877554 -3
UNK  C4' URA C4' 9.1649457166 -3
UNK  C4' URA C5' 0.0689240258826 -3
UNK  C4' URA O5' -2.26170759548 -3
UNK  C4' URA O3' 9.99128276755 -3
UNK  C4' URA C2 1.06591792281 -3
UNK  C4' URA C4 -1.99489605105 -3
UNK  C4' URA C5 9.14501560751 -3
UNK  C4' URA C6 -6.55853205143 -3
UNK  C4' URA N1 -4.95248334688 -3
UNK  C4' URA N3 -0.0 -3
UNK  C4' URA O4 8.86316007944 -3
UNK  C4' CYT C1' -0.48806859656 -3
UNK  C4' CYT C2' -5.512260374 -3
UNK  C4' CYT C3' -0.572146763945 -3
UNK  C4' CYT C4' 17.4485615634 -3
UNK  C4' CYT C5' -0.839570553038 -3
UNK  C4' CYT O5' -3.4341540691 -3
UNK  C4' CYT O3' 1.74904585865 -3
UNK  C4' CYT C2 -4.25474763754 -3
UNK  C4' CYT C4 12.5670650971 -3
UNK  C4' CYT C5 8.80946222937 -3
UNK  C4' CYT C6 19.6208210499 -3
UNK  C4' CYT N1 3.23855852716 -3
UNK  C4' CYT N3 -0.644807550638 -3
UNK  C4' CYT N4 9.74604964138 -3
UNK  C4' CYT O2 10.6324049358 -3
UNK  C2' GUA C1' -1.48527860842 -3
UNK  C2' GUA C2' 0.725387627421 -3
UNK  C2' GUA C3' 0.314925524977 -3
UNK  C2' GUA C4' 0.465776396244 -3
UNK  C2' GUA C5' -7.02053475849 -3
UNK  C2' GUA O5' -0.288514801168 -3
UNK  C2' GUA O3' 7.55830666404 -3
UNK  C2' GUA C2 -20.9477100387 -3
UNK  C2' GUA C4 5.71564883958 -3
UNK  C2' GUA C5 3.15252548817 -3
UNK  C2' GUA C6 -6.5868816875 -3
UNK  C2' GUA C8 -12.2719758572 -3
UNK  C2' GUA N1 6.64838135515 -3
UNK  C2' GUA N2 23.8468208389 -3
UNK  C2' GUA N3 -2.55778930504 -3
UNK  C2' GUA N7 -9.53247490692 -3
UNK  C2' GUA N9 -0.472599518232 -3
UNK  C2' GUA O6 -9.65365071179 -3
UNK  C2' ADE C1' -0.0568591598258 -3
UNK  C2' ADE C2' -3.58840688301 -3
UNK  C2' ADE C3' -1.21306843245 -3
UNK  C2' ADE C4' 0.356921815608 -3
UNK  C2' ADE C5' -1.59625130771 -3
UNK  C2' ADE O5' -14.2106058907 -3
UNK  C2' ADE O3' 2.3957253757 -3
UNK  C2' ADE C2 -16.5147432002 -3
UNK  C2' ADE C4 7.85694790512 -3
UNK  C2' ADE C5 8.30340737863 -3
UNK  C2' ADE C6 -5.88251835883 -3
UNK  C2' ADE C8 -0.140345821357 -3
UNK  C2' ADE N1 10.5308885809 -3
UNK  C2' ADE N3 -3.28117610698 -3
UNK  C2' ADE N6 4.22904839864 -3
UNK  C2' ADE N7 1.33071733105 -3
UNK  C2' ADE N9 0.77959718631 -3
UNK  C2' URA C1' 0.44962752805 -3
UNK  C2' URA C2' -0.465134012603 -3
UNK  C2' URA C3' -1.04419859672 -3
UNK  C2' URA C4' -2.20565770407 -3
UNK  C2' URA C5' -10.6377657873 -3
UNK  C2' URA O5' -12.4932167396 -3
UNK  C2' URA O3' 7.89601315696 -3
UNK  C2' URA C2 2.6644852406 -3
UNK  C2' URA C4 13.4641549268 -3
UNK  C2' URA C5 -11.2482262888 -3
UNK  C2' URA C6 -7.1755339217 -3
UNK  C2' URA N1 -0.0857246335403 -3
UNK  C2' URA N3 9.00903241736 -3
UNK  C2' URA O4 -1.92060158849 -3
UNK  C2' CYT C1' -0.0965186637365 -3
UNK  C2' CYT C2' -0.681944363437 -3
UNK  C2' CYT C3' 0.4624062347 -3
UNK  C2' CYT C4' 0.0491734313063 -3
UNK  C2' CYT C5' -0.944560790706 -3
UNK  C2' CYT O5' -10.0261092341 -3
UNK  C2' CYT O3' 5.32501330754 -3
UNK  C2' CYT C2 -1.41513953496 -3
UNK  C2' CYT C4 1.60638872503 -3
UNK  C2' CYT C5 -6.48089331645 -3
UNK  C2' CYT C6 -1.18082022143 -3
UNK  C2' CYT N1 -0.0571900006641 -3
UNK  C2' CYT N3 4.08523576436 -3
UNK  C2' CYT N4 10.4114349635 -3
UNK  C2' CYT O2 -3.05851772841 -3
UNK  N1 GUA C1' 5.93397522131 -3
UNK  N1 GUA C2' 0.0 -3
UNK  N1 GUA C3' 0.295696399005 -3
UNK  N1 GUA C4' -0.336352178416 -3
UNK  N1 GUA C5' 0.644398377688 -3
UNK  N1 GUA O5' -0.0 -3
UNK  N1 GUA O3' 1.49426292152 -3
UNK  N1 GUA C2 -0.0589400290451 -3
UNK  N1 GUA C4 -8.78267038793 -3
UNK  N1 GUA C5 -2.30521766618 -3
UNK  N1 GUA C6 0.254907494192 -3
UNK  N1 GUA C8 -12.5505705326 -3
UNK  N1 GUA N1 14.7399704937 -3
UNK  N1 GUA N2 -0.541471475713 -3
UNK  N1 GUA N3 -2.87510744899 -3
UNK  N1 GUA N7 -8.59301650956 -3
UNK  N1 GUA N9 -15.9180374807 -3
UNK  N1 GUA O6 -2.4575216301 -3
UNK  N1 ADE C1' -8.71579000012 -3
UNK  N1 ADE C2' 0.598353386682 -3
UNK  N1 ADE C3' 1.86181571568 -3
UNK  N1 ADE C4' 0.386156382181 -3
UNK  N1 ADE C5' -4.26164787939 -3
UNK  N1 ADE O5' -3.25979097661 -3
UNK  N1 ADE O3' 0.0 -3
UNK  N1 ADE C2 -14.5156599914 -3
UNK  N1 ADE C4 -11.9310742417 -3
UNK  N1 ADE C5 -7.92712674396 -3
UNK  N1 ADE C6 10.0810105213 -3
UNK  N1 ADE C8 -1.02770385759 -3
UNK  N1 ADE N1 0.275741592187 -3
UNK  N1 ADE N3 -12.6466744912 -3
UNK  N1 ADE N6 21.2075527367 -3
UNK  N1 ADE N7 -0.723175148824 -3
UNK  N1 ADE N9 -23.5776667598 -3
UNK  N1 URA C1' -20.1096829633 -3
UNK  N1 URA C2' -9.61011515552 -3
UNK  N1 URA C3' 0.133310876023 -3
UNK  N1 URA C4' -4.26185584028 -3
UNK  N1 URA C5' 0.0 -3
UNK  N1 URA O5' -1.83680988168 -3
UNK  N1 URA O3' -0.0 -3
UNK  N1 URA C2 -0.422517794088 -3
UNK  N1 URA C4 8.35469402066 -3
UNK  N1 URA C5 -9.80377602282 -3
UNK  N1 URA C6 -16.808262708 -3
UNK  N1 URA N1 -8.65226255843 -3
UNK  N1 URA N3 11.0146160158 -3
UNK  N1 URA O4 1.26841254041 -3
UNK  N1 CYT C1' -21.4757407669 -3
UNK  N1 CYT C2' 0.15922954248 -3
UNK  N1 CYT C3' -0.295400002957 -3
UNK  N1 CYT C4' -0.908982441312 -3
UNK  N1 CYT C5' -1.25438980238 -3
UNK  N1 CYT O5' -0.358156390015 -3
UNK  N1 CYT O3' -0.414152999865 -3
UNK  N1 CYT C2 21.1335650799 -3
UNK  N1 CYT C4 6.29264833275 -3
UNK  N1 CYT C5 -10.2989110856 -3
UNK  N1 CYT C6 0.0523228292371 -3
UNK  N1 CYT N1 11.5519147216 -3
UNK  N1 CYT N3 15.9352936568 -3
UNK  N1 CYT N4 4.60470197455 -3
UNK  N1 CYT O2 22.3689650159 -3
UNK  H2' GUA C1' 0.0 -3
UNK  H2' GUA C2' 0.844713385252 -3
UNK  H2' GUA C3' -0.135853984104 -3
UNK  H2' GUA C4' -0.953341067988 -3
UNK  H2' GUA C5' 2.72576225283 -3
UNK  H2' GUA O5' 2.02370982571 -3
UNK  H2' GUA O3' -3.88882108084 -3
UNK  H2' GUA C2 -3.40315667664 -3
UNK  H2' GUA C4 0.680258808132 -3
UNK  H2' GUA C5 0.260436879328 -3
UNK  H2' GUA C6 -1.07171094123 -3
UNK  H2' GUA C8 2.57260957345 -3
UNK  H2' GUA N1 5.70613648041 -3
UNK  H2' GUA N2 1.95553073143 -3
UNK  H2' GUA N3 1.19548586866 -3
UNK  H2' GUA N7 -0.13766297873 -3
UNK  H2' GUA N9 -2.79604303796 -3
UNK  H2' GUA O6 2.73666623917 -3
UNK  H2' ADE C1' 1.66364499344 -3
UNK  H2' ADE C2' 0.00462896132184 -3
UNK  H2' ADE C3' 1.63975267112 -3
UNK  H2' ADE C4' 0.277429148382 -3
UNK  H2' ADE C5' 0.219235178342 -3
UNK  H2' ADE O5' 0.410523424681 -3
UNK  H2' ADE O3' 0.940030966147 -3
UNK  H2' ADE C2 0.714926347347 -3
UNK  H2' ADE C4 -0.482290336552 -3
UNK  H2' ADE C5 -1.07213421828 -3
UNK  H2' ADE C6 -3.65799744732 -3
UNK  H2' ADE C8 0.769436418663 -3
UNK  H2' ADE N1 4.96024801575 -3
UNK  H2' ADE N3 -1.64054188472 -3
UNK  H2' ADE N6 -3.0842183675 -3
UNK  H2' ADE N7 -0.664591639558 -3
UNK  H2' ADE N9 2.05482156689 -3
UNK  H2' URA C1' 0.0 -3
UNK  H2' URA C2' -0.0 -3
UNK  H2' URA C3' 1.47765110895 -3
UNK  H2' URA C4' 0.943537374718 -3
UNK  H2' URA C5' 0.413251641372 -3
UNK  H2' URA O5' -1.79785877845 -3
UNK  H2' URA O3' 1.86607405783 -3
UNK  H2' URA C2 -1.24570629996 -3
UNK  H2' URA C4 -3.43369343417 -3
UNK  H2' URA C5 0.181529207383 -3
UNK  H2' URA C6 2.54508135984 -3
UNK  H2' URA N1 1.27183656052 -3
UNK  H2' URA N3 -0.226287010985 -3
UNK  H2' URA O4 5.51170394305 -3
UNK  H2' CYT C1' 2.26513837652 -3
UNK  H2' CYT C2' 0.0 -3
UNK  H2' CYT C3' -0.113996153167 -3
UNK  H2' CYT C4' 0.153406215387 -3
UNK  H2' CYT C5' 0.481129681274 -3
UNK  H2' CYT O5' 0.607597736827 -3
UNK  H2' CYT O3' -0.194467218823 -3
UNK  H2' CYT C2 0.171289219142 -3
UNK  H2' CYT C4 -2.77948523333 -3
UNK  H2' CYT C5 0.853797180615 -3
UNK  H2' CYT C6 0.0673967128122 -3
UNK  H2' CYT N1 -0.134228472582 -3
UNK  H2' CYT N3 -1.78549259668 -3
UNK  H2' CYT N4 -9.85886199426 -3
UNK  H2' CYT O2 1.23253293801 -3
UNK  N3 GUA C1' -10.0348277802 -3
UNK  N3 GUA C2' 2.04355309803 -3
UNK  N3 GUA C3' 0.978576770802 -3
UNK  N3 GUA C4' 0.67367770445 -3
UNK  N3 GUA C5' -0.0 -3
UNK  N3 GUA O5' -0.418661985831 -3
UNK  N3 GUA O3' -1.98100393699 -3
UNK  N3 GUA C2 9.6855862574 -3
UNK  N3 GUA C4 7.37387609684 -3
UNK  N3 GUA C5 11.6317706527 -3
UNK  N3 GUA C6 -10.8836086766 -3
UNK  N3 GUA C8 2.81140066912 -3
UNK  N3 GUA N1 -1.01342423592 -3
UNK  N3 GUA N2 12.1463973158 -3
UNK  N3 GUA N3 6.56041016275 -3
UNK  N3 GUA N7 0.807525799136 -3
UNK  N3 GUA N9 -2.27142319124 -3
UNK  N3 GUA O6 -16.0308453557 -3
UNK  N3 ADE C1' -1.74161459766 -3
UNK  N3 ADE C2' 0.0 -3
UNK  N3 ADE C3' -0.0 -3
UNK  N3 ADE C4' -0.117918772597 -3
UNK  N3 ADE C5' -0.810109953893 -3
UNK  N3 ADE O5' 0.144601533404 -3
UNK  N3 ADE O3' 0.0 -3
UNK  N3 ADE C2 12.4308771304 -3
UNK  N3 ADE C4 -11.8712076066 -3
UNK  N3 ADE C5 -14.6578424183 -3
UNK  N3 ADE C6 11.4847852718 -3
UNK  N3 ADE C8 -19.4507466254 -3
UNK  N3 ADE N1 25.5102450145 -3
UNK  N3 ADE N3 4.42686865037 -3
UNK  N3 ADE N6 -0.877094978282 -3
UNK  N3 ADE N7 -15.9927678683 -3
UNK  N3 ADE N9 8.00278182791 -3
UNK  N3 URA C1' 0.0671921474251 -3
UNK  N3 URA C2' -7.46056604247 -3
UNK  N3 URA C3' 0.867677623108 -3
UNK  N3 URA C4' -2.72805235183 -3
UNK  N3 URA C5' 0.0 -3
UNK  N3 URA O5' -1.09862406274 -3
UNK  N3 URA O3' -0.150266215853 -3
UNK  N3 URA C2 3.45313117326 -3
UNK  N3 URA C4 -0.231289631203 -3
UNK  N3 URA C5 -0.364770481944 -3
UNK  N3 URA C6 -5.3912272452 -3
UNK  N3 URA N1 -0.173805183491 -3
UNK  N3 URA N3 16.3306947622 -3
UNK  N3 URA O4 -4.28800980981 -3
UNK  N3 CYT C1' 8.09310713668 -3
UNK  N3 CYT C2' 0.458125321905 -3
UNK  N3 CYT C3' 0.150602513127 -3
UNK  N3 CYT C4' -1.75958179228 -3
UNK  N3 CYT C5' -1.94499616939 -3
UNK  N3 CYT O5' 0.0 -3
UNK  N3 CYT O3' -2.10378717888 -3
UNK  N3 CYT C2 19.6092720736 -3
UNK  N3 CYT C4 -3.13476687378 -3
UNK  N3 CYT C5 21.7961656291 -3
UNK  N3 CYT C6 17.0196019777 -3
UNK  N3 CYT N1 13.0842465325 -3
UNK  N3 CYT N3 8.3938976502 -3
UNK  N3 CYT N4 -11.7446157856 -3
UNK  N3 CYT O2 23.9964727516 -3
UNK  H1' GUA C1' -0.0 -3
UNK  H1' GUA C2' 0.911539917029 -3
UNK  H1' GUA C3' 2.19437660616 -3
UNK  H1' GUA C4' 2.03686982558 -3
UNK  H1' GUA C5' 5.40643629833 -3
UNK  H1' GUA O5' 0.0932576785137 -3
UNK  H1' GUA O3' 2.58228394077 -3
UNK  H1' GUA C2 1.34190509343 -3
UNK  H1' GUA C4 0.77122278639 -3
UNK  H1' GUA C5 -8.79932028001 -3
UNK  H1' GUA C6 -9.30657824773 -3
UNK  H1' GUA C8 3.85795995949 -3
UNK  H1' GUA N1 1.40487282108 -3
UNK  H1' GUA N2 1.17156114247 -3
UNK  H1' GUA N3 0.796308000048 -3
UNK  H1' GUA N7 -3.50306517191 -3
UNK  H1' GUA N9 2.44168602114 -3
UNK  H1' GUA O6 4.53316622207 -3
UNK  H1' ADE C1' 0.727688853372 -3
UNK  H1' ADE C2' 2.005492642 -3
UNK  H1' ADE C3' 3.43027245647 -3
