H5'' RGU C1' -6.6422259948
H5'' RGU C2' 2.48555422125
H5'' RGU C3' 4.78033186782
H5'' RGU C4' 1.71835683905
H5'' RGU C5' 0.0
H5'' RGU P 0.801487436104
H5'' RGU O5' 2.03104385258
H5'' RGU O3' 0.0659188132732
H5'' RGU C2 12.6461608223
H5'' RGU C4 -25.3500818191
H5'' RGU C5 -10.2641388538
H5'' RGU C6 -13.3232873267
H5'' RGU C8 7.15349173767
H5'' RGU N1 -16.7606644366
H5'' RGU N2 -17.7300147579
H5'' RGU N3 19.4808381392
H5'' RGU N7 -5.65909606478
H5'' RGU N9 4.31631279693
H5'' RGU O6 8.80011480782
H5'' RAD C1' -5.79635452052
H5'' RAD C2' -0.508915758195
H5'' RAD C3' 1.4345747941
H5'' RAD C4' 1.49019735148
H5'' RAD C5' 0.465932171646
H5'' RAD P -0.8396534246
H5'' RAD O5' 1.0286804721
H5'' RAD O3' 1.88376141608
H5'' RAD C2 -7.63813746853
H5'' RAD C4 18.6373801331
H5'' RAD C5 -10.4771161442
H5'' RAD C6 -7.2965799564
H5'' RAD C8 13.4860954964
H5'' RAD N1 -3.47037591868
H5'' RAD N3 -10.5967778926
H5'' RAD N6 0.58390952919
H5'' RAD N7 -14.2506392185
H5'' RAD N9 -10.400960886
H5'' URA C1' -7.63087233914
H5'' URA C2' 8.28450458643
H5'' URA C3' -2.867795819
H5'' URA C4' 2.05598702159
H5'' URA C5' 0.77856511056
H5'' URA P 2.79444747569
H5'' URA O5' -1.81918793048
H5'' URA O3' 0.423565187657
H5'' URA C2 4.00066374319
H5'' URA C4 -12.6233249549
H5'' URA C5 0.643999062104
H5'' URA C6 3.18735836901
H5'' URA N1 -8.81877984498
H5'' URA N3 14.1850510628
H5'' URA O4 5.67918406918
H5'' RCY C1' -11.2835304569
H5'' RCY C2' 0.888727009742
H5'' RCY C3' -0.126614304998
H5'' RCY C4' 0.319114231858
H5'' RCY C5' 0.559993065645
H5'' RCY P 0.296170076555
H5'' RCY O5' 0.670495487752
H5'' RCY O3' 2.66619267999
H5'' RCY C2 -22.0919342817
H5'' RCY C4 -27.686144458
H5'' RCY C5 -0.335822363455
H5'' RCY C6 5.83494550075
H5'' RCY N1 5.50675401969
H5'' RCY N3 -30.7125402882
H5'' RCY N4 9.79454363122
H5'' RCY O2 26.0976026684
C3' RGU C1' 5.92294304971
C3' RGU C2' -1.35466446341
C3' RGU C3' -34.7923280308
C3' RGU C4' -0.671072358002
C3' RGU C5' 26.9602862736
C3' RGU P 59.6437239344
C3' RGU O5' -23.5555624077
C3' RGU O3' -0.454971044198
C3' RGU C2 108.592921639
C3' RGU C4 -138.821348411
C3' RGU C5 180.361013771
C3' RGU C6 66.511972867
C3' RGU C8 -64.4720826293
C3' RGU N1 15.8586442671
C3' RGU N2 -29.5488088021
C3' RGU N3 51.7442313041
C3' RGU N7 39.4333344894
C3' RGU N9 -37.5770895269
C3' RGU O6 39.0124057186
C3' RAD C1' -0.675830625742
C3' RAD C2' -1.08220042113
C3' RAD C3' 4.37614406548
C3' RAD C4' -0.137626036288
C3' RAD C5' 1.12415482185
C3' RAD P 66.2271164608
C3' RAD O5' -30.506178962
C3' RAD O3' -0.650111131793
C3' RAD C2 106.457515845
C3' RAD C4 -15.2582579225
C3' RAD C5 63.0311962777
C3' RAD C6 1.32905491159
C3' RAD C8 -32.3743305396
C3' RAD N1 -10.4158223919
C3' RAD N3 -98.6024349562
C3' RAD N6 180.751552109
C3' RAD N7 16.1354491664
C3' RAD N9 -7.84602389704
C3' URA C1' 7.29577699178
C3' URA C2' 0.799302953226
C3' URA C3' 4.94944823052
