H5'' RGU C1' 1.09084991233
H5'' RGU C2' 0.320869282438
H5'' RGU C3' 3.0262817869
H5'' RGU C4' 0.147695362149
H5'' RGU C5' 0.510258708945
H5'' RGU O5' -0.0982613616679
H5'' RGU O3' 2.02579957359
H5'' RGU C2 4.53196445911
H5'' RGU C4 -19.1362694204
H5'' RGU C5 -10.4095862767
H5'' RGU C6 -15.49061412
H5'' RGU C8 6.24512279544
H5'' RGU N1 -11.3040558764
H5'' RGU N2 -6.55665809491
H5'' RGU N3 13.6799101299
H5'' RGU N7 -3.23197250905
H5'' RGU N9 0.25149119518
H5'' RGU O6 8.35294429725
H5'' RAD C1' 0.0531798748303
H5'' RAD C2' -2.47789131453
H5'' RAD C3' 0.286633019754
H5'' RAD C4' 0.357765545971
H5'' RAD C5' 0.667364592572
H5'' RAD O5' 0.0587770740817
H5'' RAD O3' 3.2069105926
H5'' RAD C2 -7.98557124833
H5'' RAD C4 11.87385342
H5'' RAD C5 -1.54025333157
H5'' RAD C6 -5.91077751889
H5'' RAD C8 3.30474414878
H5'' RAD N1 -4.86655017751
H5'' RAD N3 -3.05036300356
H5'' RAD N6 -10.7949316997
H5'' RAD N7 -10.6840692588
H5'' RAD N9 -0.449627513088
H5'' URA C1' -3.17552443187
H5'' URA C2' 3.53805530819
H5'' URA C3' 0.504690662859
H5'' URA C4' 1.28845144136
H5'' URA C5' -0.0
H5'' URA O5' 3.71317446544
H5'' URA O3' 0.919521622992
H5'' URA C2 2.28585210147
H5'' URA C4 -8.7888251398
H5'' URA C5 2.87443521694
H5'' URA C6 1.28062950565
H5'' URA N1 -7.99313907452
H5'' URA N3 13.7581578359
H5'' URA O4 1.53726351718
H5'' RCY C1' -1.9429049583
H5'' RCY C2' -0.842234110627
H5'' RCY C3' 4.73571306317
H5'' RCY C4' 2.21434683064
H5'' RCY C5' 0.00284510281743
H5'' RCY O5' 0.898128045992
H5'' RCY O3' 0.669489676636
H5'' RCY C2 -5.33747255983
H5'' RCY C4 -6.74510945303
H5'' RCY C5 -3.39713744359
H5'' RCY C6 6.97924179854
H5'' RCY N1 -3.2042962416
H5'' RCY N3 -2.06027573565
H5'' RCY N4 -3.58056271437
H5'' RCY O2 9.87584722032
C3' RGU C1' 0.568682073641
C3' RGU C2' -0.362635588797
C3' RGU C3' -0.0
C3' RGU C4' -0.301907786624
C3' RGU C5' 6.95151206652
C3' RGU O5' 6.70675232554
C3' RGU O3' -0.245242717496
C3' RGU C2 16.1689380722
C3' RGU C4 -1.88974618705
C3' RGU C5 24.9548700775
C3' RGU C6 29.2038850948
C3' RGU C8 -25.4895683885
C3' RGU N1 0.404337946078
C3' RGU N2 9.19447809931
C3' RGU N3 27.1483595575
C3' RGU N7 22.1427235087
C3' RGU N9 -13.9285301325
C3' RGU O6 20.8741328882
C3' RAD C1' 0.311984267655
C3' RAD C2' 0.19850003196
C3' RAD C3' 0.0
C3' RAD C4' -0.0
C3' RAD C5' 5.58383320636
C3' RAD O5' 5.13871961161
C3' RAD O3' -0.386085407753
C3' RAD C2 7.21510915003
C3' RAD C4 -5.434969505
C3' RAD C5 7.1935194671
C3' RAD C6 0.706342353661
C3' RAD C8 -0.612889980779
C3' RAD N1 -1.22587352771
C3' RAD N3 -32.3209206235
C3' RAD N6 20.0253373654
C3' RAD N7 5.72646828517
C3' RAD N9 -12.3588124739
C3' URA C1' 1.81192392925
C3' URA C2' 0.62983534847
C3' URA C3' 0.0
C3' URA C4' -0.352406634493
C3' URA C5' 6.75700874975
C3' URA O5' 3.4916739801
C3' URA O3' 0.23711113947
C3' URA C2 -8.90728402972
C3' URA C4 1.98275970898
C3' URA C5 -7.62122843067
C3' URA C6 -11.4571352307
C3' URA N1 -29.2131779987
C3' URA N3 0.0
C3' URA O4 10.8797225548
C3' RCY C1' -0.241346056754
C3' RCY C2' -2.45211894054
C3' RCY C3' 11.6516157443
C3' RCY C4' -0.545920527518
C3' RCY C5' 1.17320601263
C3' RCY O5' -2.40003168896
C3' RCY O3' -0.369857229769
C3' RCY C2 -5.4877650765
C3' RCY C4 12.350699263
C3' RCY C5 -5.62784408398
C3' RCY C6 -8.25890332007
C3' RCY N1 -7.36804993257
C3' RCY N3 4.80053450007
C3' RCY N4 -3.86464156893
C3' RCY O2 -6.03695526529
C1' RGU C1' -6.11715088581
C1' RGU C2' 0.118143961872
C1' RGU C3' -0.817808663614
C1' RGU C4' -1.7742644169
C1' RGU C5' -16.3006886895
C1' RGU O5' -2.47215688114
C1' RGU O3' -23.6300169327
C1' RGU C2 5.5952012066
C1' RGU C4 -0.352339454095
C1' RGU C5 -15.7759894002
C1' RGU C6 -7.88782258012
C1' RGU C8 4.6850324394
C1' RGU N1 -9.07950327601
C1' RGU N2 20.1344625003
C1' RGU N3 10.4587906518
C1' RGU N7 -1.01567836874
C1' RGU N9 -0.660242894067
C1' RGU O6 -10.3323326061
C1' RAD C1' -22.8406262058
C1' RAD C2' 0.146527835801
C1' RAD C3' 2.93315430592
C1' RAD C4' -1.99900592169
C1' RAD C5' -15.9666394012
C1' RAD O5' -0.675708124362
C1' RAD O3' -16.4290776674
C1' RAD C2 14.507359185
C1' RAD C4 2.33872838527
C1' RAD C5 2.1364999417
C1' RAD C6 -3.74777883932
C1' RAD C8 -4.57041962761
C1' RAD N1 -7.54575870399
C1' RAD N3 4.7888808478
C1' RAD N6 -11.487102548
C1' RAD N7 -11.4192097047
C1' RAD N9 -1.71552928804
C1' URA C1' -1.17048159077
C1' URA C2' -0.315673880291
C1' URA C3' -0.549674428979
C1' URA C4' -1.77406431754
C1' URA C5' -11.1863833188
C1' URA O5' 26.4581365645
C1' URA O3' -21.3201379494
C1' URA C2 1.52690904713
C1' URA C4 -2.50076683819
C1' URA C5 7.74491242988
C1' URA C6 1.89188138888
C1' URA N1 -0.154103844646
C1' URA N3 -3.39052629992
C1' URA O4 0.0
C1' RCY C1' 10.8436587583
C1' RCY C2' -0.513883897391
C1' RCY C3' -2.94743642047
C1' RCY C4' -1.43569689445
C1' RCY C5' -2.64953421414
C1' RCY O5' 15.8663318916
C1' RCY O3' -22.0735751993
C1' RCY C2 1.12595509384
C1' RCY C4 -0.695877499245
C1' RCY C5 7.24616532193
C1' RCY C6 3.86262513254
C1' RCY N1 0.579338653591
C1' RCY N3 -0.188294895433
C1' RCY N4 9.91067883724
C1' RCY O2 6.57939684394
C5' RGU C1' 9.16406941906
C5' RGU C2' -6.75778308983
C5' RGU C3' -0.20828760067
C5' RGU C4' 0.0
C5' RGU C5' 6.80878277516
C5' RGU O5' 0.294040459766
C5' RGU O3' -4.87521016326
C5' RGU C2 12.7941462643
C5' RGU C4 36.4083355634
C5' RGU C5 23.2719444396
C5' RGU C6 7.83820923424
C5' RGU C8 -9.55762330258
C5' RGU N1 -0.467742219565
C5' RGU N2 10.316645699
C5' RGU N3 26.3164716762
C5' RGU N7 21.105841229
C5' RGU N9 8.4967501826
C5' RGU O6 4.77699459524
C5' RAD C1' 16.3791501653
C5' RAD C2' 14.3546547494
C5' RAD C3' -0.633747486492
C5' RAD C4' -0.0
C5' RAD C5' -0.0
C5' RAD O5' -0.682831515809
C5' RAD O3' -4.84726108103
C5' RAD C2 3.22980404429
C5' RAD C4 11.4289207972
C5' RAD C5 1.93456837711
C5' RAD C6 7.64959333437
C5' RAD C8 -9.00745200884
C5' RAD N1 7.60753454384
C5' RAD N3 4.07918797698
C5' RAD N6 4.54335032536
C5' RAD N7 16.5512153405
C5' RAD N9 -6.68366772472
C5' URA C1' -0.959232492885
C5' URA C2' 16.9948761326
C5' URA C3' 1.06795585494
C5' URA C4' -3.07520177071
C5' URA C5' 0.0
C5' URA O5' -0.364625298159
C5' URA O3' -7.47107695486
